1000 1000
105 216 1
326 730 1
237 948 1
917 935 62
318 596 1
494 820 1
98 658 1
785 937 56
732 898 50
48 492 1
816 825 54
875 877 60
245 730 1
41 532 1
321 855 1
79 532 1
478 667 1
273 830 1
403 717 1
943 956 54
555 935 55
120 458 1
867 977 52
287 348 1
440 776 1
417 766 1
72 611 1
35 892 1
104 943 1
420 850 1
349 661 1
268 844 1
667 678 53
582 903 59
854 879 51
310 921 1
836 960 64
756 916 56
617 627 54
8 839 1
730 924 57
3 778 1
310 603 1
866 952 65
328 401 1
251 518 1
711 838 50
353 446 1
351 910 1
416 664 1
592 829 52
295 963 1
564 648 65
12 23 1
295 300 1
755 855 52
205 762 1
502 935 50
201 740 1
927 935 52
406 450 1
336 449 1
200 398 1
372 965 1
220 300 1
684 971 60
799 989 50
742 838 64
705 725 51
693 711 62
308 691 1
647 994 64
788 811 63
523 570 51
78 710 1
226 613 1
708 979 53
489 739 1
688 717 53
164 749 1
247 417 1
300 902 1
111 422 1
473 631 1
29 308 1
255 811 1
148 675 1
956 968 62
719 771 61
590 736 51
61 548 1
43 332 1
733 863 61
369 440 1
747 917 56
843 936 58
469 722 1
262 481 1
228 670 1
107 860 1
67 140 1
322 945 1
129 889 1
435 621 1
474 625 1
77 226 1
8 46 1
466 878 1
194 507 1
497 697 1
247 766 1
110 375 1
70 420 1
413 731 1
945 983 58
516 999 55
677 900 64
483 704 1
203 787 1
215 911 1
970 978 56
794 965 53
130 835 1
232 810 1
16 578 1
599 858 64
432 962 1
277 689 1
866 882 53
498 722 1
283 620 1
98 945 1
231 539 1
891 934 62
473 909 1
99 620 1
152 190 1
235 241 1
74 947 1
184 489 1
227 952 1
237 777 1
179 565 1
791 842 59
185 251 1
786 922 51
358 493 1
911 957 59
242 532 1
594 706 61
382 443 1
470 883 1
287 436 1
284 517 1
669 886 50
10 579 1
332 574 1
319 915 1
982 1000 54
104 807 1
973 983 57
358 895 1
894 903 55
941 943 61
988 996 60
804 915 58
495 991 59
184 398 1
106 618 1
397 807 1
66 613 1
391 501 1
74 238 1
338 499 1
225 926 1
172 330 1
130 747 1
455 824 1
109 922 1
389 717 1
185 267 1
14 966 1
352 651 1
401 690 1
118 666 1
499 884 1
410 747 1
40 669 1
214 320 1
343 722 1
998 999 52
334 824 1
30 497 1
82 780 1
435 555 1
661 875 53
590 730 53
477 944 1
247 422 1
141 710 1
468 557 1
439 998 1
153 355 1
329 800 1
494 602 1
173 904 1
334 844 1
447 608 1
486 951 1
477 689 1
191 847 1
937 962 50
41 212 1
460 772 1
163 222 1
180 273 1
777 971 63
324 780 1
452 587 1
973 980 62
131 666 1
596 605 64
146 964 1
223 534 1
61 656 1
151 900 1
69 813 1
253 910 1
444 985 1
999 1000 58
496 736 50
163 990 1
248 476 1
186 962 1
362 717 1
87 617 1
409 789 1
430 450 1
462 499 1
208 726 1
286 375 1
278 425 1
263 805 1
467 594 1
52 687 1
102 925 1
618 675 50
436 999 1
203 711 1
201 557 1
68 778 1
260 815 1
303 446 1
450 678 1
10 912 1
107 891 1
230 821 1
7 319 1
242 607 1
530 661 63
303 578 1
288 782 1
818 907 56
445 578 1
352 897 1
625 818 57
277 765 1
43 208 1
707 761 55
310 852 1
489 858 1
317 748 1
479 972 1
164 766 1
378 574 1
270 294 1
403 971 1
103 787 1
114 752 1
316 855 1
941 957 58
105 434 1
826 956 52
980 996 56
316 946 1
689 753 58
141 359 1
355 959 1
719 902 58
326 846 1
235 382 1
75 960 1
233 407 1
440 488 1
73 567 1
621 910 51
694 957 55
240 628 1
403 895 1
381 825 1
223 404 1
509 757 55
939 960 55
103 632 1
194 743 1
372 772 1
417 599 1
480 920 1
963 972 63
450 667 1
73 88 1
74 277 1
149 309 1
898 969 59
38 554 1
471 644 1
311 449 1
55 678 1
198 779 1
102 326 1
158 721 1
118 678 1
109 692 1
22 26 1
162 583 1
112 667 1
247 828 1
67 836 1
896 962 57
862 963 65
61 845 1
124 580 1
727 871 51
838 922 60
130 453 1
673 691 64
423 821 1
82 408 1
510 873 53
111 402 1
132 607 1
317 892 1
259 814 1
408 715 1
587 591 63
377 851 1
595 881 51
302 469 1
326 793 1
760 860 62
252 749 1
481 792 1
393 937 1
297 312 1
913 953 64
330 531 1
416 628 1
517 908 60
746 818 63
277 510 1
229 523 1
221 769 1
400 621 1
198 333 1
112 277 1
323 359 1
255 973 1
397 623 1
189 390 1
370 637 1
328 543 1
378 609 1
36 445 1
101 692 1
333 646 1
70 196 1
457 517 1
441 674 1
167 848 1
68 182 1
103 161 1
58 74 1
455 916 1
182 898 1
374 825 1
445 820 1
834 993 57
909 973 61
485 820 1
466 614 1
912 988 63
739 961 56
380 724 1
387 434 1
117 288 1
240 986 1
51 608 1
375 747 1
441 684 1
477 972 1
54 208 1
96 516 1
462 996 1
185 380 1
883 930 64
361 771 1
250 732 1
181 883 1
376 760 1
101 817 1
125 567 1
170 780 1
376 562 1
850 867 53
327 998 1
115 687 1
871 958 50
159 881 1
216 582 1
210 338 1
375 818 1
947 955 63
11 568 1
369 567 1
587 604 64
410 868 1
143 795 1
175 694 1
375 557 1
813 988 57
934 1000 64
116 336 1
423 906 1
155 515 1
941 996 57
129 802 1
164 793 1
787 922 57
645 982 62
364 795 1
574 578 52
310 640 1
348 855 1
485 551 1
8 951 1
497 541 1
241 732 1
211 552 1
178 231 1
498 875 1
247 641 1
95 564 1
637 813 65
393 654 1
332 633 1
325 552 1
147 184 1
87 951 1
845 976 60
445 469 1
45 553 1
337 746 1
175 642 1
165 745 1
474 607 1
695 904 54
418 947 1
619 976 58
405 832 1
300 552 1
422 781 1
55 493 1
165 800 1
161 720 1
45 292 1
410 729 1
346 533 1
241 541 1
865 980 56
499 922 63
173 175 1
417 425 1
371 859 1
423 468 1
142 820 1
114 324 1
181 396 1
914 916 59
359 681 1
492 843 1
289 578 1
180 590 1
410 797 1
48 359 1
839 855 50
478 834 1
154 554 1
70 468 1
892 927 52
445 897 1
226 282 1
266 358 1
508 542 57
707 988 55
130 651 1
485 508 1
216 889 1
281 646 1
234 701 1
293 792 1
495 644 1
607 664 63
739 835 56
96 357 1
988 998 55
499 537 1
692 950 57
169 739 1
438 674 1
317 903 1
178 337 1
191 624 1
926 941 65
38 717 1
208 296 1
839 894 65
725 927 52
196 313 1
86 845 1
330 917 1
183 663 1
350 680 1
200 928 1
812 858 57
498 987 1
643 841 58
869 989 55
496 767 1
275 956 1
180 372 1
147 952 1
68 507 1
462 967 1
97 799 1
116 563 1
618 655 54
723 940 61
13 700 1
329 436 1
188 857 1
371 625 1
351 842 1
255 362 1
61 203 1
330 641 1
825 946 50
383 731 1
335 772 1
171 750 1
375 875 1
146 834 1
345 402 1
420 709 1
213 401 1
78 446 1
46 124 1
309 601 1
65 206 1
318 665 1
294 888 1
105 501 1
933 978 64
337 944 1
435 515 1
291 336 1
152 612 1
288 946 1
530 581 52
461 818 1
346 449 1
459 475 1
135 656 1
428 534 1
465 891 1
203 935 1
421 775 1
500 753 1
71 304 1
700 883 61
107 389 1
293 300 1
211 975 1
274 670 1
21 463 1
375 672 1
330 729 1
903 991 61
437 873 1
476 672 1
252 524 1
376 741 1
386 764 1
203 410 1
292 391 1
486 855 1
66 873 1
855 897 62
462 873 1
19 753 1
227 707 1
927 935 65
224 748 1
815 912 62
161 575 1
315 746 1
801 834 54
600 623 60
392 463 1
386 717 1
977 994 63
254 895 1
409 724 1
333 944 1
470 622 1
285 685 1
792 956 60
442 524 1
292 361 1
932 963 61
258 948 1
585 696 56
208 922 1
258 554 1
147 355 1
115 977 1
731 838 50
189 663 1
984 996 63
118 282 1
188 922 1
187 951 1
623 629 50
84 545 1
245 710 1
90 826 1
659 972 61
60 932 1
298 996 1
377 583 1
821 927 57
852 897 53
389 690 1
256 303 1
46 360 1
928 986 58
284 554 1
760 941 61
178 686 1
367 847 1
471 501 1
336 425 1
102 465 1
428 580 1
177 635 1
165 712 1
125 976 1
130 437 1
587 648 52
257 769 1
4 454 1
378 401 1
729 908 56
371 610 1
136 251 1
99 182 1
875 915 63
850 898 59
242 276 1
191 560 1
63 675 1
21 637 1
348 908 1
298 871 1
421 514 1
123 320 1
421 521 1
315 787 1
229 847 1
266 381 1
62 849 1
280 448 1
115 210 1
347 477 1
744 767 50
84 120 1
746 767 59
282 339 1
228 978 1
636 731 64
79 139 1
274 312 1
940 966 58
478 674 1
672 907 50
812 985 58
391 997 1
802 818 51
91 850 1
454 629 1
13 300 1
155 539 1
157 822 1
8 386 1
58 821 1
227 605 1
951 993 51
113 119 1
317 654 1
214 413 1
469 896 1
1 977 1
301 324 1
596 912 63
155 790 1
75 478 1
55 71 1
261 665 1
18 25 1
379 688 1
64 878 1
588 783 59
182 764 1
189 442 1
329 405 1
186 187 1
117 369 1
420 958 1
418 554 1
910 987 54
21 418 1
115 991 1
401 754 1
287 646 1
300 841 1
599 727 55
954 970 60
95 197 1
72 453 1
171 504 1
133 879 1
201 770 1
734 900 60
630 968 58
112 822 1
335 464 1
862 990 54
834 903 63
412 690 1
360 413 1
29 695 1
285 953 1
479 882 1
4 352 1
186 651 1
112 568 1
463 593 1
33 208 1
578 744 53
442 470 1
213 337 1
348 709 1
85 649 1
229 942 1
197 566 1
505 852 59
292 389 1
149 706 1
672 782 51
227 262 1
982 989 58
257 969 1
875 885 63
357 673 1
147 712 1
449 942 1
393 913 1
256 351 1
761 978 63
395 790 1
764 795 51
212 800 1
569 675 53
499 613 1
223 457 1
299 888 1
9 22 1
406 764 1
130 500 1
207 779 1
184 508 1
227 967 1
73 815 1
173 604 1
767 858 55
30 292 1
818 873 63
428 676 1
963 975 57
579 734 52
343 724 1
443 982 1
56 972 1
160 548 1
110 1000 1
36 447 1
470 678 1
40 609 1
46 639 1
41 376 1
348 568 1
174 601 1
335 692 1
483 624 1
278 735 1
488 524 1
391 600 1
479 781 1
599 837 53
59 843 1
398 563 1
297
