1000 1000
853 859 100
924 982 100
970 976 100
422 623 100
813 815 100
302 715 100
683 881 100
462 644 100
993 995 100
930 949 100
688 749 100
101 330 100
865 941 100
791 863 100
459 882 100
583 596 100
761 860 100
572 913 100
334 431 100
968 985 100
105 969 100
745 920 100
158 696 100
194 560 100
702 729 100
776 933 100
370 949 100
964 976 100
433 924 100
895 933 100
683 839 100
270 823 100
363 616 100
37 357 100
436 740 100
339 724 100
533 733 100
814 958 100
447 587 100
914 981 100
941 987 100
447 754 100
473 619 100
865 956 100
877 958 100
437 999 100
111 607 100
801 835 100
253 546 100
970 1000 100
565 845 100
452 939 100
346 877 100
542 799 100
480 563 100
306 489 100
7 484 100
789 989 100
469 647 100
673 683 100
742 805 100
257 821 100
182 957 100
25 371 100
294 296 100
511 744 100
521 742 100
121 871 100
635 805 100
196 634 100
302 307 100
687 998 100
751 827 100
849 941 100
892 921 100
78 443 100
484 848 100
651 909 100
467 554 100
425 427 100
952 986 100
710 764 100
1000
